2026-08-22 16:32:17 | INFO     | CARIVIX_AI | run_baseline_pipeline:276 | ======================================================================
2026-08-22 16:32:17 | INFO     | CARIVIX_AI | evaluate:473 | Generating predictions on test set...
2026-08-22 16:32:17 | INFO     | CARIVIX_AI | evaluate:479 | Evaluating classification model...
2026-08-22 16:32:17 | INFO     | CARIVIX_AI | evaluate:71 | Calculating classification metrics...
2026-08-22 16:32:17 | INFO     | CARIVIX_AI | evaluate:118 | Classification report generated for 2 classes.
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:621 | Confusion matrix saved to: experiments\confusion_matrix_20260822_163217.png
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:171 | Generating ROC curve plot...
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:198 | ROC curve saved to: experiments\roc_curve_20260822_163218.png
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:293 | Generating precision-recall curve plot...
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:314 | Precision-recall curve saved to: experiments\precision_recall_20260822_163218.png
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:324 | Generating calibration curve plot...
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:348 | Calibration curve saved to: experiments\calibration_curve_20260822_163218.png
2026-08-22 16:32:18 | INFO     | CARIVIX_AI | evaluate:361 | Generating learning curve plot...
